"A-6"|Yes|"66692622"|"108966942"
"A-7-6"|No |"66692622"|"108966941"
"A-4"|Yes|"66692623"|"108966945"
"A-6"|No |"66692623"|"108966944"
"A-6"|Yes|"66692624"|"108966946"
"A-7-6"|No |"66692624"|"108966947"
"A-4"|No |"66692625"|"108966948"
"A-6"|Yes|"66692625"|"108966949"
"A-7-6"|No |"66692625"|"108966950"
"A-4"|No |"66692626"|"108966952"
"A-7-6"|Yes|"66692626"|"108966951"
"A-4"|No |"66692627"|"108966953"
"A-6"|Yes|"66692627"|"108966954"
"A-7-6"|Yes|"66692841"|"108967447"
"A-7-6"|Yes|"66692842"|"108967448"
"A-4"|No |"66692843"|"108967449"
"A-6"|No |"66692843"|"108967450"
"A-7-6"|Yes|"66692843"|"108967451"
"A-4"|No |"66692844"|"108967452"
"A-6"|Yes|"66692844"|"108967453"
"A-7"|No |"66692844"|"108967454"
"A-4"|No |"66692432"|"108966535"
"A-6"|No |"66692432"|"108966536"
"A-7-6"|Yes|"66692432"|"108966537"
"A-4"|Yes|"66692433"|"108966538"
"A-6"|No |"66692433"|"108966539"
"A-2-4"|No |"66692434"|"108966540"
"A-4"|No |"66692434"|"108966541"
"A-6"|Yes|"66692434"|"108966542"
"A-7-6"|No |"66692434"|"108966543"
"A-7-6"|Yes|"66692435"|"108966544"
"A-7-6"|Yes|"66692436"|"108966545"
"A-7-6"|Yes|"66692437"|"108966546"
"A-4"|No |"66692438"|"108966547"
"A-6"|Yes|"66692438"|"108966548"
"A-7-6"|No |"66692438"|"108966549"
"A-4"|Yes|"66692856"|"108967475"
"A-6"|No |"66692856"|"108967476"
"A-4"|No |"66692857"|"108967477"
"A-6"|Yes|"66692857"|"108967478"
"A-7"|No |"66692857"|"108967479"
"A-2-4"|No |"66692858"|"108967480"
"A-4"|Yes|"66692858"|"108967481"
"A-6"|No |"66692858"|"108967482"
"A-2-4"|No |"66692859"|"108967483"
"A-3"|No |"66692859"|"108967484"
"A-4"|Yes|"66692859"|"108967485"
"A-6"|No |"66692859"|"108967486"
"A-4"|Yes|"66692860"|"108967487"
"A-6"|No |"66692860"|"108967488"
"A-4"|No |"66692861"|"108967489"
"A-6"|Yes|"66692861"|"108967490"
"A-7-6"|No |"66692861"|"108967491"
"A-6"|No |"66692862"|"108967492"
"A-7"|No |"66692862"|"108967493"
"A-7-6"|Yes|"66692862"|"108967494"
"A-4"|Yes|"66692863"|"108967495"
"A-6"|No |"66692863"|"108967496"
"A-4"|Yes|"66692711"|"108967143"
"A-6"|No |"66692711"|"108967144"
"A-6"|Yes|"66692712"|"108967145"
"A-7-6"|No |"66692712"|"108967146"
"A-4"|No |"66692713"|"108967147"
"A-6"|Yes|"66692713"|"108967148"
"A-7-6"|No |"66692713"|"108967149"
"A-4"|No |"66692714"|"108967150"
"A-6"|Yes|"66692714"|"108967151"
"A-7-6"|No |"66692714"|"108967152"
"A-4"|Yes|"66692715"|"108967153"
"A-6"|No |"66692715"|"108967154"
"A-6"|Yes|"66692443"|"108966559"
"A-7-6"|No |"66692443"|"108966560"
"A-6"|Yes|"66692444"|"108966561"
"A-7-6"|No |"66692444"|"108966562"
"A-2-4"|No |"66692445"|"108966563"
"A-4"|No |"66692445"|"108966564"
"A-6"|Yes|"66692445"|"108966565"
"A-4"|Yes|"66692875"|"108967522"
"A-6"|No |"66692875"|"108967523"
"A-6"|No |"66692876"|"108967524"
"A-7-6"|Yes|"66692876"|"108967525"
"A-2-4"|No |"66692877"|"108967526"
"A-4"|Yes|"66692877"|"108967527"
"A-6"|No |"66692877"|"108967528"
"A-2-4"|No |"66692878"|"108967529"
"A-3"|No |"66692878"|"108967530"
"A-4"|Yes|"66692878"|"108967531"
"A-6"|No |"66692878"|"108967532"
"A-4"|Yes|"66692879"|"108967533"
"A-6"|No |"66692879"|"108967534"
"A-4"|No |"66692880"|"108967535"
"A-6"|Yes|"66692880"|"108967536"
"A-7-6"|No |"66692880"|"108967537"
"A-4"|No |"66692881"|"108967538"
"A-6"|Yes|"66692881"|"108967539"
"A-7-6"|No |"66692881"|"108967540"
"A-4"|Yes|"66692882"|"108967541"
"A-6"|No |"66692882"|"108967542"
"A-4"|Yes|"66692730"|"108967187"
"A-6"|No |"66692730"|"108967188"
"A-6"|Yes|"66692731"|"108967189"
"A-7-6"|No |"66692731"|"108967190"
"A-2"|No |"66692732"|"108967191"
"A-4"|No |"66692732"|"108967192"
"A-6"|Yes|"66692732"|"108967193"
"A-7-6"|No |"66692732"|"108967194"
"A-4"|No |"66692733"|"108967195"
"A-6"|Yes|"66692733"|"108967196"
"A-4"|Yes|"66692734"|"108967197"
"A-6"|No |"66692734"|"108967198"
"A-4"|Yes|"66692738"|"108967208"
"A-6"|No |"66692738"|"108967209"
"A-6"|No |"66692739"|"108967210"
"A-7-6"|Yes|"66692739"|"108967211"
"A-2"|No |"66692740"|"108967212"
"A-4"|No |"66692740"|"108967213"
"A-6"|Yes|"66692740"|"108967214"
"A-7-6"|No |"66692740"|"108967215"
"A-2-4"|No |"66692741"|"108967216"
"A-3"|No |"66692741"|"108967217"
"A-4"|Yes|"66692741"|"108967218"
"A-6"|No |"66692741"|"108967219"
"A-4"|Yes|"66692742"|"108967220"
"A-6"|No |"66692742"|"108967221"
"A-6"|No |"66692743"|"108967222"
"A-7-6"|Yes|"66692743"|"108967223"
"A-4"|No |"66692744"|"108967224"
"A-6"|Yes|"66692744"|"108967225"
"A-7-6"|No |"66692744"|"108967226"
"A-4"|Yes|"66692745"|"108967227"
"A-6"|No |"66692745"|"108967228"
"A-4"|Yes|"66692603"|"108966904"
"A-6"|No |"66692603"|"108966905"
"A-4"|Yes|"66692604"|"108966906"
"A-6"|No |"66692604"|"108966907"
"A-8"|Yes|"66692605"|"108966908"
